id_card,name,credit_score,overdue_count_12m,credit_query_count_3m,multi_head_loan_count,multi_head_loan_total_amount,device_is_virtual,ip_is_proxy,device_change_count_30d,invalid_field
510106197805240858,模拟用户858,495,0,5,3,298962,0,0,1,garbage
510106200306030859,模拟用户859,358,1,6,0,124555,0,0,3,
510106198112260860,模拟用户860,433,1,1,7,447398,0,0,3,
510106199012240861,模拟用户861,446,3,8,1,204071,0,0,3,
510106199501210862,模拟用户862,727,2,7,1,43923,0,0,1,
510106200404020863,模拟用户863,572,1,1,5,255315,0,0,4,
510106198710110864,模拟用户864,560,0,0,4,470336,0,0,2,
510106199206170865,模拟用户865,501,3,8,3,76422,0,0,3,
510106197412110866,模拟用户866,441,3,4,6,308959,0,0,3,
510106199911030867,模拟用户867,527,3,8,7,215933,0,0,1,
510106200204160868,模拟用户868,741,3,8,5,76815,0,0,3,
510106200302030869,模拟用户869,816,3,8,6,335732,0,0,4,
510106199707060870,模拟用户870,619,3,8,0,73401,0,0,4,
510106197804280871,模拟用户871,370,1,6,6,420505,0,0,3,
510106197008230872,模拟用户872,429,3,3,1,319094,0,0,1,
510106199203040873,模拟用户873,773,1,1,3,308260,0,0,1,
510106199406150874,模拟用户874,829,0,0,6,291749,0,0,3,
510106199003250875,模拟用户875,758,1,6,2,479389,0,0,3,garbage
510106198304120876,模拟用户876,891,1,1,7,384934,0,0,2,
510106198607090877,模拟用户877,583,2,2,2,495283,0,0,1,
510106200412130878,模拟用户878,761,3,4,0,149748,0,0,3,garbage
510106198402190879,模拟用户879,671,1,1,1,119574,0,0,3,
510106200206270880,模拟用户880,377,3,4,6,488720,0,0,4,
510106199607270881,模拟用户881,552,1,6,0,224090,0,0,3,
510106199602240882,模拟用户882,719,2,2,6,61600,0,0,3,
510106198304210883,模拟用户883,329,3,4,4,401487,0,0,1,
510106197703190884,模拟用户884,568,0,0,0,356686,0,0,2,
510106199911200885,模拟用户885,410,3,8,7,195630,0,0,4,
510106199408240886,模拟用户886,501,2,7,7,387368,0,0,1,
510106198310060887,模拟用户887,721,1,6,2,233076,0,0,2,
510106199206160888,模拟用户888,358,1,1,7,50406,0,0,2,
510106198803030889,模拟用户889,770,3,8,3,113431,0,0,3,
510106198809280890,模拟用户890,715,3,8,2,264610,0,0,2,
510106198907140891,模拟用户891,784,3,3,5,453814,0,0,2,
510106197811280892,模拟用户892,628,1,1,5,470098,1,1,3,
510106198804140893,模拟用户893,755,1,6,0,152842,0,0,2,
510106198609010894,模拟用户894,693,1,6,2,333447,0,0,3,
510106199411210895,模拟用户895,660,1,1,1,397530,0,0,3,
510106200409270896,模拟用户896,519,3,8,0,156228,0,0,4,garbage
510106198309040897,模拟用户897,407,1,6,2,137901,0,0,2,
510106197312080898,模拟用户898,338,3,8,4,429059,0,0,3,
510106197109140899,模拟用户899,575,3,4,6,339233,0,0,2,garbage
510106199109240900,模拟用户900,688,0,0,0,118523,0,0,3,
510106198501160901,模拟用户901,319,2,2,6,49966,0,0,2,
510106199912030902,模拟用户902,431,3,4,0,379318,0,0,3,
510106198002210903,模拟用户903,557,3,3,3,289176,0,0,3,
510106199005160904,模拟用户904,380,3,8,0,401266,0,0,4,garbage
510106198905030905,模拟用户905,479,0,5,1,486160,0,0,2,
510106200205090906,模拟用户906,627,2,7,1,444093,0,0,4,
510106197804030907,模拟用户907,878,0,5,3,377389,0,0,3,
510106198602240908,模拟用户908,540,3,8,6,146874,0,0,2,
510106200101080909,模拟用户909,662,0,0,2,443853,0,0,4,
510106199208120910,模拟用户910,483,3,8,4,499555,0,0,1,
510106198109190911,模拟用户911,739,2,2,4,63308,0,0,4,
510106199504220912,模拟用户912,838,1,1,7,476467,0,0,3,
510106199003060913,模拟用户913,351,3,8,4,327707,0,0,4,garbage
510106198909190914,模拟用户914,765,3,8,2,279087,0,0,1,
510106197307070915,模拟用户915,875,1,6,6,182296,0,0,1,
510106199712040916,模拟用户916,736,2,7,7,316793,0,0,2,
510106199112130917,模拟用户917,757,3,4,4,452742,0,0,3,
510106197206120918,模拟用户918,394,1,1,5,476684,0,0,4,
510106197108020919,模拟用户919,854,1,6,4,382452,0,0,3,
510106199607090920,模拟用户920,398,3,4,2,157234,0,0,1,
510106197008230921,模拟用户921,530,0,5,1,427443,0,0,4,
510106197506250922,模拟用户922,376,2,7,5,448636,0,0,2,
510106198701120923,模拟用户923,656,0,0,2,191239,0,0,1,
510106197510270924,模拟用户924,407,1,1,1,446164,0,0,3,
510106197703280925,模拟用户925,727,1,1,5,31351,0,0,4,
510106197009130926,模拟用户926,406,3,3,7,437509,0,1,1,
510106200408140927,模拟用户927,797,2,7,3,354548,0,0,1,
510106200404240928,模拟用户928,713,2,7,3,400074,0,0,1,
510106198206170929,模拟用户929,344,1,6,2,384325,0,0,1,
510106197711200930,模拟用户930,695,3,4,2,356137,0,0,1,
510106200210070931,模拟用户931,604,3,3,7,478720,0,0,2,garbage
510106199005170932,模拟用户932,708,1,1,1,361799,0,0,2,
510106197808050933,模拟用户933,714,1,1,7,292172,0,0,3,
510106198608210934,模拟用户934,327,0,5,3,42597,0,0,4,
510106198211140935,模拟用户935,616,2,7,1,140594,0,0,4,
510106198811130936,模拟用户936,859,0,5,1,186807,0,0,4,
510106197008120937,模拟用户937,322,3,3,1,307248,0,0,3,
510106198812080938,模拟用户938,715,2,2,0,361203,0,0,2,
510106197705130939,模拟用户939,410,3,8,4,369432,0,0,4,
510106198101130940,模拟用户940,613,2,2,2,360441,1,1,4,
510106199507280941,模拟用户941,586,2,2,0,352323,0,0,2,
510106197408250942,模拟用户942,836,3,8,5,214117,0,0,2,
510106199607130943,模拟用户943,419,3,3,3,437538,0,0,2,
510106199201150944,模拟用户944,761,2,7,5,404879,0,0,1,
510106198902180945,模拟用户945,570,1,6,6,338730,0,0,4,
510106197104010946,模拟用户946,821,3,3,3,46612,0,1,1,
510106198705190947,模拟用户947,304,2,2,0,71540,0,0,4,
510106199708200948,模拟用户948,468,3,3,7,467943,0,0,1,
510106200212260949,模拟用户949,803,3,3,5,482544,0,0,3,
510106198409070950,模拟用户950,339,3,8,3,144358,0,0,4,garbage
510106197109100951,模拟用户951,335,2,7,5,343193,0,0,2,
510106197103110952,模拟用户952,527,2,7,1,262120,0,0,3,
510106198210140953,模拟用户953,367,0,0,2,177836,0,0,2,
510106198703220954,模拟用户954,742,3,4,4,58282,0,0,2,
510106197809070955,模拟用户955,561,3,3,3,234631,0,0,4,
510106199703200956,模拟用户956,445,0,5,5,12210,0,0,2,
510106197511210957,模拟用户957,712,2,7,3,3052,0,0,1,
510106197106030958,模拟用户958,467,2,7,3,464310,0,0,4,
510106198508020959,模拟用户959,861,2,2,6,40274,0,0,1,
510106198609120960,模拟用户960,731,0,0,4,206994,1,1,3,
510106200411010961,模拟用户961,485,1,6,0,432331,0,0,2,
510106198410050962,模拟用户962,656,0,5,7,179022,0,0,4,
510106199001250963,模拟用户963,412,3,3,1,46901,0,0,4,
510106199208250964,模拟用户964,866,2,2,2,252990,0,0,1,
510106199705220965,模拟用户965,524,3,3,3,169911,0,0,1,garbage
510106198704030966,模拟用户966,326,3,4,4,87242,0,0,2,
510106197805060967,模拟用户967,337,3,4,0,21797,0,0,1,
510106199912120968,模拟用户968,444,3,3,1,429201,0,0,2,
510106200303030969,模拟用户969,684,2,7,3,406782,0,0,3,
510106199712150970,模拟用户970,671,1,1,7,52442,0,0,3,
510106199208110971,模拟用户971,522,2,2,2,183719,0,0,2,
510106200110270972,模拟用户972,692,2,2,0,346655,0,0,2,
510106200208070973,模拟用户973,611,2,2,2,444123,1,1,3,
510106200308280974,模拟用户974,819,3,8,2,13200,0,0,4,
510106197604050975,模拟用户975,679,0,5,3,455235,0,0,1,
510106197001150976,模拟用户976,742,2,2,2,151837,0,0,4,
510106198903100977,模拟用户977,797,3,4,0,5452,0,1,3,
510106198712030978,模拟用户978,712,3,8,6,247688,0,0,4,garbage
510106200011110979,模拟用户979,847,3,8,1,258392,0,0,2,
510106197408020980,模拟用户980,570,1,1,5,108304,0,0,4,
510106198106010981,模拟用户981,730,2,7,7,104132,0,0,1,
510106200004170982,模拟用户982,468,1,6,4,242730,0,0,4,garbage
510106197408240983,模拟用户983,327,3,8,3,8981,0,0,2,
510106197211130984,模拟用户984,466,3,8,1,283374,0,0,3,
510106197310270985,模拟用户985,533,3,4,6,198012,0,0,2,
510106199610190986,模拟用户986,838,3,8,2,394927,0,0,2,
510106197511150987,模拟用户987,884,1,1,3,16220,0,0,4,
510106199910050988,模拟用户988,383,1,1,3,125223,0,0,3,
510106200407060989,模拟用户989,764,2,2,6,452669,0,0,4,
510106197302280990,模拟用户990,646,0,0,4,107252,0,0,3,
510106197801130991,模拟用户991,335,1,1,7,427776,0,0,2,
510106198606040992,模拟用户992,665,3,3,5,328624,0,0,3,garbage
510106197405090993,模拟用户993,477,3,8,4,100919,0,0,3,
510106198202130994,模拟用户994,492,1,6,2,3145,0,0,1,
510106199105270995,模拟用户995,588,3,8,6,73352,0,0,3,
510106199203030996,模拟用户996,863,0,0,4,456356,0,0,4,
510106200303260997,模拟用户997,403,3,4,0,342315,0,0,1,
510106199012210998,模拟用户998,341,3,3,1,390812,0,0,1,
510106198007040999,模拟用户999,572,3,3,3,99252,0,0,1,
