sk_id_curr,id_card,area_code,birth_year,age,days_birth,days_employed,employment_years,AMT_INCOME_TOTAL,credit_query_week,credit_query_month,phone_change_days,active_loans_count,ext_source_2,ext_source_3,has_car,gender_male,married,own_realty,employment_stable,credit_income_ratio,cc_utilization,loan_overdue_max_6m,occupation_type,education,has_default_history,prev_refused_count
190125,310000199502280320,310000,1995,31,-11372,-1089,3.0,292500.0,0,0,531,1,0.1707,0.5424,0,0,1,1,1,3.8462,0,38,Sales staff,高中及以下,0,1
189331,310000197804280321,310000,1978,48,-17604,-1806,4.9,85500.0,0,2,371,0,0.71,0.5083,0,0,1,1,1,7.8947,1,4,未知,本科,0,0
139748,310000196905070322,310000,1969,57,-20831,-480,1.3,202500.0,0,0,0,1,0.7115,0.4867,1,1,1,1,1,1.2868,1,22,Drivers,高中及以下,0,0
174361,310000197901140323,310000,1979,47,-17299,-1050,2.9,225000.0,0,0,1306,1,0.4709,0.2837,0,1,1,1,1,2.6,1,38,Sales staff,大专,0,0
110897,310000199604180324,310000,1996,30,-11106,-935,2.6,157500.0,0,0,741,3,0.6768,0.2213,0,0,1,1,1,4.7949,0,7,Laborers,本科,0,0
130656,310000198304190325,310000,1983,44,-16014,-2257,6.2,180000.0,0,0,2294,2,0.4493,0.0,1,0,0,1,1,8.3712,0,21,Core staff,本科,0,3
170236,310000198711110326,310000,1987,39,-14276,-4522,12.4,225000.0,0,1,1472,2,0.2918,0.6414,0,0,1,1,1,2.2232,1,50,Sales staff,高中及以下,0,5
100383,310000198907230327,310000,1989,38,-13754,-819,2.2,180000.0,0,0,217,1,0.3248,0.4259,1,1,1,0,1,3.556,0,78,Drivers,高中及以下,0,8
172368,310000199501220328,310000,1995,32,-11561,-4377,12.0,67500.0,0,0,2175,1,0.5302,0.5762,0,1,1,0,1,2.6989,1,33,Laborers,高中及以下,0,0
149159,310000197709210329,310000,1977,50,-18144,-11063,30.3,157500.0,0,3,0,3,0.5976,0.6659,0,0,0,1,1,7.9771,1,46,未知,高中及以下,0,5
184443,310000198606060330,310000,1986,41,-14938,-3091,8.5,135000.0,0,2,276,2,0.3093,0.5585,0,0,1,1,1,9.2672,0,52,未知,本科,0,0
152886,310000197006070331,310000,1970,56,-20463,-1820,5.0,72000.0,0,0,644,2,0.6814,0.4241,0,0,1,1,1,3.7438,1,1,Accountants,本科,0,0
178478,310000197311230332,310000,1973,54,-19638,-2283,6.3,135000.0,0,0,139,1,0.6326,0.5815,1,1,0,1,1,2.292,1,15,Drivers,高中及以下,0,0
229394,310000199204110333,310000,1992,35,-12594,-295,0.8,472500.0,0,0,321,1,0.2699,0.4921,0,0,1,0,0,2.8571,0,1,未知,本科,0,0
235603,310000199410220334,310000,1994,33,-11877,-1239,3.4,72000.0,0,0,627,1,0.3857,0.2707,1,0,1,0,1,13.0061,0,23,Medicine staff,高中及以下,0,0
203252,310000198402030335,310000,1984,42,-15428,-1214,3.3,90000.0,0,0,341,0,0.2648,0.0,0,0,1,0,1,8.391,0,31,Laborers,高中及以下,0,0
222871,310000198410140336,310000,1984,43,-15625,-5311,14.6,225000.0,0,1,2507,6,0.6907,0.5227,0,0,1,0,1,8.0,1,42,Medicine staff,高中及以下,0,3
233380,310000198111190337,310000,1981,46,-16749,-302,0.8,180000.0,0,0,327,0,0.6333,0.5638,0,0,1,1,0,1.6654,1,15,Managers,高中及以下,0,0
190307,310000197310260338,310000,1973,53,-19429,-622,1.7,45000.0,1,0,197,0,0.4039,0.5815,0,0,1,1,1,5.66,0,6,Cleaning staff,高中及以下,0,0
128795,310000198112090339,310000,1981,46,-16697,-2992,8.2,144000.0,0,0,0,3,0.7121,0.6707,0,0,1,1,1,3.0408,1,55,Laborers,高中及以下,0,3
135343,310000198803110340,310000,1988,38,-13974,-378,1.0,247500.0,0,0,2110,3,0.6527,0.3233,0,1,1,0,1,6.3636,0,34,Laborers,高中及以下,0,0
154976,310000197602130341,310000,1976,50,-18347,-3124,8.6,472500.0,0,0,0,8,0.7301,0.2793,1,0,1,1,1,2.1792,0,5,Managers,本科,0,0
140479,310000199712120342,310000,1997,30,-10928,-4129,11.3,135000.0,0,0,26,0,0.0322,0.0,0,1,1,0,1,2.7667,1,24,未知,高中及以下,0,0
110864,310000197703070343,310000,1977,49,-18057,-739,2.0,135000.0,0,0,1411,0,0.1367,0.7752,0,0,1,1,1,2.0269,0,44,Sales staff,高中及以下,0,1
207572,310000199804210344,310000,1998,28,-10397,-233,0.6,180000.0,0,0,242,0,0.6797,0.7296,1,0,1,0,0,1.5,0,8,未知,本科,0,0
236561,310000197212020345,310000,1972,54,-19870,-1583,4.3,112500.0,0,0,154,0,0.7734,0.0,0,1,1,1,1,3.36,0,5,Drivers,高中及以下,0,0
200706,310000199410160346,310000,1994,32,-11732,-335,0.9,135000.0,0,0,1784,2,0.4864,0.6178,1,0,1,1,0,6.3893,0,44,Core staff,本科,0,0
111324,310000199611090347,310000,1996,31,-11314,-542,1.5,207000.0,0,1,1805,0,0.5218,0.7851,1,1,1,1,1,2.2887,0,77,未知,大专,0,0
238866,310000198706140348,310000,1987,40,-14444,-151,0.4,126000.0,0,1,1387,3,0.7763,0.3825,1,0,1,1,0,2.1429,1,8,Core staff,本科,0,1
158079,310000199210200349,310000,1992,34,-12431,-2237,6.1,180000.0,0,0,1720,4,0.599,0.4776,0,1,1,0,1,6.4,1,42,Managers,本科,0,3
110633,310000196902150350,310000,1969,57,-20934,-803,2.2,135000.0,0,0,1511,4,0.5028,0.4633,1,0,1,1,1,2.6551,0,34,Sales staff,高中及以下,0,1
109378,310000199605120351,310000,1996,30,-11012,-948,2.6,157500.0,0,0,385,3,0.342,0.3001,0,0,1,1,1,5.7143,0,11,Sales staff,本科,0,0
208486,310000198208260352,310000,1982,45,-16302,-1858,5.1,90000.0,0,0,761,2,0.5101,0.0,0,0,1,1,1,5.05,1,38,Sales staff,高中及以下,0,0
188472,310000200211100353,310000,2002,25,-9089,-1620,4.4,103500.0,0,0,310,0,0.3091,0.0,0,0,1,1,1,3.5256,0,11,未知,本科,0,0
193302,310000197701070354,310000,1977,50,-18129,-693,1.9,67500.0,0,0,253,3,0.4745,0.2793,0,1,1,1,1,4.3247,0,8,未知,高中及以下,0,0
198621,310000198304190355,310000,1983,43,-15836,-848,2.3,225000.0,0,0,1842,2,0.6924,0.1777,1,1,1,0,1,2.4614,0,32,Drivers,高中及以下,0,0
129292,310000200101110356,310000,2001,25,-9224,-474,1.3,90000.0,0,0,966,1,0.1101,0.3656,0,0,1,1,1,6.0816,0,19,Core staff,高中及以下,0,0
110575,310000199407270357,310000,1994,32,-11725,-4000,11.0,292500.0,0,2,1108,2,0.222,0.2808,0,0,1,1,1,2.7093,1,39,Medicine staff,高中及以下,0,0
194218,310000198909140358,310000,1989,37,-13508,-1805,4.9,180000.0,0,0,1356,0,0.426,0.3297,0,0,0,0,1,2.9648,1,62,未知,高中及以下,0,5
114914,310000199603240359,310000,1996,30,-11095,-1702,4.7,157500.0,0,0,230,0,0.4964,0.0,1,1,1,0,1,1.1966,1,22,未知,高中及以下,0,2
134596,310000199201130360,310000,1992,35,-12741,-4338,11.9,171000.0,0,1,779,2,0.3361,0.5065,1,0,1,1,1,1.9137,0,42,Managers,高中及以下,0,5
112721,310000199906120361,310000,1999,28,-10046,-290,0.8,247500.0,0,0,202,2,0.0745,0.1929,0,1,0,1,0,2.7273,0,1,Sales staff,高中及以下,0,0
210475,310000198208200362,310000,1982,45,-16327,-2434,6.7,90000.0,0,1,1048,1,0.7016,0.7092,0,0,1,1,1,6.4756,0,78,Laborers,高中及以下,0,0
112623,310000198804030363,310000,1988,38,-13985,-41,0.1,225000.0,0,0,123,0,0.53,0.0,0,1,1,0,0,2.8,0,1,未知,本科,0,0
225323,310000197911250364,310000,1979,48,-17475,-1566,4.3,153000.0,0,0,895,1,0.5459,0.1767,0,0,1,1,1,6.188,1,62,Sales staff,高中及以下,0,3
143721,310000198509060365,310000,1985,42,-15223,-3624,9.9,225000.0,0,0,2199,2,0.7589,0.643,1,1,1,1,1,4.6722,0,37,Managers,高中及以下,0,1
174874,310000199506040366,310000,1995,32,-11575,-163,0.4,67500.0,0,0,0,1,0.4438,0.5514,0,0,1,1,0,3.6667,0,9,Sales staff,高中及以下,0,0
122363,310000197603270367,310000,1976,50,-18261,-1735,4.8,112500.0,0,1,1640,8,0.629,0.1975,1,1,1,0,1,2.4224,0,15,Drivers,高中及以下,0,2
205828,310000197506210368,310000,1975,51,-18725,-1860,5.1,202500.0,0,0,8,1,0.3916,0.578,0,1,1,0,1,5.8536,0,57,Sales staff,高中及以下,0,1
145719,310000198009090369,310000,1980,47,-17117,-892,2.4,99000.0,0,0,159,1,0.687,0.5029,0,1,1,0,1,7.6282,0,82,Security staff,高中及以下,1,0
207523,310000199304200370,310000,1993,33,-12093,-755,2.1,207000.0,0,0,2569,0,0.5718,0.0,0,0,1,0,1,3.2295,0,40,Sales staff,大专,0,2
210388,310000199208150371,310000,1992,35,-12683,-649,1.8,67500.0,0,0,2017,1,0.5667,0.2405,0,1,0,0,1,2.0376,0,29,Core staff,高中及以下,0,0
107426,310000198008200372,310000,1980,46,-16846,-589,1.6,54000.0,0,0,3113,0,0.5341,0.6024,0,0,1,1,1,2.3583,0,14,Laborers,高中及以下,0,0
215035,310000199702240373,310000,1997,29,-10597,-1770,4.8,405000.0,0,0,1475,11,0.6888,0.2289,0,0,1,0,1,0.6111,0,13,Sales staff,本科,0,2
115252,310000198507170374,310000,1985,42,-15164,-5582,15.3,112500.0,0,0,216,0,0.641,0.4741,0,0,1,1,1,4.7263,1,306,Medicine staff,高中及以下,0,1
177736,310000199102100375,310000,1991,36,-13061,-3065,8.4,135000.0,0,0,2075,5,0.5072,0.0938,0,0,1,1,1,5.99,1,42,Cooking staff,高中及以下,0,2
222041,310000198512070376,310000,1985,41,-15118,-1793,4.9,103500.0,0,0,618,1,0.6776,0.6817,0,0,1,0,1,3.2609,0,52,Sales staff,高中及以下,0,0
208392,310000197005140377,310000,1970,56,-20452,-11692,32.0,171000.0,0,0,808,1,0.7156,0.5011,0,0,1,1,1,4.4163,0,11,Laborers,高中及以下,0,0
204979,310000198708190378,310000,1987,39,-14288,-251,0.7,360000.0,0,0,252,2,0.6934,0.3573,0,0,1,1,0,1.625,0,6,Managers,本科,1,0
197016,310000198211150379,310000,1982,44,-16157,-1704,4.7,135000.0,0,0,325,1,0.7147,0.0,1,1,1,1,1,1.6667,0,5,Laborers,高中及以下,0,0
158598,310000199906120380,310000,1999,27,-9981,-1025,2.8,135000.0,0,1,481,1,0.627,0.2852,0,0,1,1,1,6.1497,0,16,Private service staff,高中及以下,0,1
148351,310000198308280381,310000,1983,43,-15826,-1251,3.4,292500.0,0,0,564,12,0.4169,0.2485,0,1,1,1,1,3.0769,0,8,Security staff,高中及以下,0,2
137981,310000197101160382,310000,1971,56,-20326,-10982,30.1,180000.0,0,0,164,0,0.3812,0.7714,0,0,1,1,1,0.533,1,5,未知,高中及以下,0,0
224322,310000197903020383,310000,1979,48,-17496,-4798,13.1,90000.0,0,1,323,0,0.7015,0.0,0,0,1,1,1,11.7383,0,3,Laborers,高中及以下,0,0
232981,310000197212140384,310000,1972,55,-19985,-2254,6.2,126000.0,0,0,2279,1,0.0905,0.1615,0,0,0,1,1,6.6786,1,68,Sales staff,高中及以下,0,0
158183,310000197502230385,310000,1975,51,-18649,-2301,6.3,112500.0,0,0,1726,3,0.2922,0.7366,0,0,1,0,1,4.0,0,41,Laborers,高中及以下,0,0
144339,310000198701030386,310000,1987,40,-14568,-6102,16.7,225000.0,0,0,1949,4,0.6752,0.2553,1,0,1,0,1,6.7352,1,36,Core staff,本科,0,2
149241,310000199512020387,310000,1995,32,-11573,-1483,4.1,112500.0,0,0,0,0,0.3875,0.7296,0,0,1,1,1,9.7113,0,1,未知,高中及以下,0,0
173367,310000198812210388,310000,1988,38,-13943,-4141,11.3,202500.0,0,0,296,2,0.2859,0.4903,0,0,1,1,1,0.8889,0,30,Laborers,高中及以下,0,1
124402,310000197103030389,310000,1971,56,-20393,-1872,5.1,135000.0,0,0,283,0,0.6047,0.0,0,1,1,1,1,2.3333,0,36,Laborers,高中及以下,0,0
224695,310000198512280390,310000,1985,42,-15174,-1131,3.1,180000.0,0,1,1755,3,0.6384,0.6144,0,0,1,1,1,5.99,0,20,未知,高中及以下,0,0
219851,310000199003150391,310000,1990,36,-13198,-1854,5.1,180000.0,0,0,1551,3,0.3218,0.5691,1,0,1,1,1,2.55,0,73,Sales staff,高中及以下,0,0
155582,310000198608180392,310000,1986,40,-14622,-8018,22.0,238500.0,0,0,2622,4,0.6734,0.5638,0,0,0,1,1,5.6604,0,44,未知,本科,0,1
184827,310000199508200393,310000,1995,31,-11315,-155,0.4,382500.0,0,0,1028,2,0.5315,0.5885,1,0,0,0,0,0.3529,1,33,未知,本科,0,2
158568,310000198205030394,310000,1982,44,-16109,-535,1.5,135000.0,0,0,324,3,0.4549,0.1735,0,1,1,1,1,4.0373,1,8,Core staff,本科,1,1
239585,310000199608050395,310000,1996,30,-10959,-648,1.8,225000.0,0,0,370,2,0.6968,0.7923,0,1,1,1,1,1.3398,1,13,Managers,高中及以下,0,0
113483,310000199203150396,310000,1992,35,-12755,-2163,5.9,202500.0,0,3,790,4,0.6534,0.5424,1,0,1,0,1,6.0,1,23,Drivers,高中及以下,0,1
101735,310000199307050397,310000,1993,34,-12364,-3881,10.6,292500.0,0,0,2611,2,0.764,0.4347,1,1,1,0,1,1.5385,0,13,Managers,本科,0,0
185034,310000196609210398,310000,1966,60,-21977,-518,1.4,135000.0,0,1,0,7,0.0703,0.0845,0,0,1,1,1,5.0,0,45,Cleaning staff,高中及以下,1,0
215377,310000198701130399,310000,1987,39,-14404,-1279,3.5,90000.0,0,0,519,5,0.1701,0.4579,0,0,1,1,1,3.325,0,3,Security staff,高中及以下,0,0
204562,310000198211140400,310000,1982,45,-16248,-1988,5.4,135000.0,0,1,83,0,0.4546,0.8027,0,0,1,1,1,4.4332,1,14,Low-skill Laborers,高中及以下,0,0
118630,310000197705060401,310000,1977,49,-17887,-472,1.3,270000.0,0,0,0,6,0.7035,0.3124,0,1,1,1,1,2.0187,0,1,Managers,高中及以下,1,0
113617,310000198905020402,310000,1989,38,-13753,-5450,14.9,180000.0,0,0,971,2,0.7031,0.5902,0,0,1,1,1,4.344,0,25,未知,本科,0,2
199827,310000198103170403,310000,1981,46,-16663,-110,0.3,90000.0,0,0,308,0,0.3944,0.0,0,0,1,1,0,10.25,1,151,Sales staff,高中及以下,1,1
139649,310000199207060404,310000,1992,35,-12660,-3859,10.6,270000.0,0,1,0,1,0.4609,0.7739,0,0,1,0,1,2.797,0,18,未知,本科,0,0
193866,310000199103110405,310000,1991,36,-13048,-946,2.6,112500.0,0,0,1080,4,0.1985,0.3155,1,0,1,0,1,10.0,0,15,Managers,高中及以下,0,0
124693,310000197708090406,310000,1977,49,-17939,-3235,8.9,112500.0,0,0,1376,11,0.6436,0.4436,1,0,0,0,1,4.6336,0,21,Core staff,高中及以下,0,1
164669,310000196701130407,310000,1967,60,-21805,-1356,3.7,157500.0,1,0,109,2,0.1142,0.4277,0,1,1,1,1,1.4881,0,18,Managers,本科,0,0
112774,310000199305140408,310000,1993,33,-12092,-789,2.2,81000.0,0,0,2561,5,0.517,0.3893,0,0,1,1,1,3.3333,0,15,Laborers,高中及以下,0,0
145364,310000198410130409,310000,1984,42,-15425,-8773,24.0,292500.0,0,0,1797,3,0.4824,0.6529,0,0,0,0,1,1.2927,0,41,Medicine staff,高中及以下,0,0
168460,310000200205170410,310000,2002,25,-9094,-426,1.2,180000.0,0,0,395,0,0.668,0.0,0,0,1,1,1,2.83,1,39,Core staff,高中及以下,0,4
152829,310000197204120411,310000,1972,54,-19838,-1561,4.3,166500.0,0,0,511,2,0.5045,0.6833,1,0,1,0,1,3.1308,1,1,未知,高中及以下,0,0
129360,310000197512060412,310000,1975,51,-18690,-3078,8.4,315000.0,0,0,828,1,0.6451,0.1377,1,1,1,0,1,0.7143,0,30,Laborers,高中及以下,0,2
181368,310000198106160413,310000,1981,45,-16516,-4948,13.6,225000.0,0,0,0,0,0.646,0.7801,0,0,1,1,1,1.8,0,39,Medicine staff,本科,0,1
200910,310000199808200414,310000,1998,28,-10303,-220,0.6,180000.0,0,0,1141,0,0.5607,0.0,0,0,0,1,0,1.8435,0,44,Core staff,本科,1,0
230673,310000198801160415,310000,1988,38,-13997,-872,2.4,225000.0,0,0,953,1,0.7583,0.5353,1,1,1,1,1,2.8,0,72,Drivers,高中及以下,0,0
156052,310000199602170416,310000,1996,31,-11283,-1177,3.2,112500.0,0,0,721,3,0.6268,0.1055,0,0,0,0,1,3.056,1,21,Cleaning staff,高中及以下,0,2
213567,310000197408230417,310000,1974,53,-19259,-5135,14.1,112500.0,0,2,1807,5,0.5838,0.3265,1,1,1,1,1,10.0,0,49,Laborers,本科,0,0
221401,310000198604220418,310000,1986,41,-14814,-4234,11.6,112500.0,0,0,2553,2,0.4492,0.4993,0,0,0,1,1,4.0,1,19,Laborers,高中及以下,0,0
198217,310000196807180419,310000,1968,58,-21276,-1128,3.1,202500.0,0,0,1474,3,0.8002,0.8193,1,0,1,0,1,5.5556,0,13,Accountants,高中及以下,0,0
101459,310000197907220420,310000,1979,48,-17512,-2643,7.2,112500.0,0,0,872,0,0.5464,0.0,0,0,1,1,1,8.6336,0,48,High skill tech staff,高中及以下,0,0
223989,310000199007170421,310000,1990,36,-13269,-3945,10.8,256500.0,0,0,1737,0,0.3989,0.7739,0,0,1,0,1,3.573,0,66,Laborers,高中及以下,0,0
203049,310000200303050422,310000,2003,24,-8598,-501,1.4,121500.0,0,0,1359,0,0.6634,0.0,0,0,1,1,1,2.5797,0,17,Core staff,大专,0,3
155476,310000198301130423,310000,1983,43,-15720,-2182,6.0,180000.0,0,0,1518,1,0.1652,0.5173,0,1,0,0,1,4.193,1,39,Core staff,高中及以下,0,1
223156,310000198403140424,310000,1984,42,-15446,-605,1.7,157500.0,0,0,2610,6,0.6215,0.5514,1,1,1,0,1,3.4606,0,17,Drivers,大专,0,0
119326,310000198711030425,310000,1987,39,-14413,-195,0.5,180000.0,0,0,435,1,0.6346,0.7504,0,1,1,1,0,1.5,0,11,未知,高中及以下,0,0
125016,310000200303080426,310000,2003,23,-8565,-520,1.4,180000.0,0,1,5,3,0.1077,0.234,0,1,1,0,1,2.357,0,12,Laborers,高中及以下,0,0
149021,310000197003210427,310000,1970,57,-20630,-7591,20.8,126000.0,0,0,1241,3,0.4852,0.7958,1,1,1,1,1,1.9036,0,19,Laborers,高中及以下,0,0
121549,310000197906010428,310000,1979,47,-17205,-829,2.3,166500.0,0,0,2077,0,0.2581,0.0,0,0,0,0,1,1.628,0,29,Laborers,高中及以下,0,1
119976,310000200207020429,310000,2002,25,-9062,-1155,3.2,67500.0,0,0,929,0,0.2509,0.6007,0,0,1,1,1,2.2363,0,31,Laborers,高中及以下,0,2
237830,310000199110240430,310000,1991,35,-12924,-285,0.8,112500.0,0,0,1588,2,0.2299,0.5603,0,1,0,0,0,5.64,0,44,Laborers,高中及以下,1,0
202790,310000198803060431,310000,1988,38,-13985,-2853,7.8,202500.0,0,0,1961,2,0.4596,0.6691,1,1,1,1,1,3.7293,0,50,未知,高中及以下,0,0
128920,310000199505090432,310000,1995,32,-11521,-2665,7.3,225000.0,0,0,1727,4,0.6902,0.6229,0,1,1,1,1,1.7118,1,138,Laborers,高中及以下,0,5
150471,310000200307020433,310000,2003,23,-8410,-806,2.2,180000.0,0,0,3,1,0.5489,0.6529,0,0,1,0,1,10.136,0,1,未知,本科,0,0
152243,310000199406170434,310000,1994,32,-11820,-882,2.4,225000.0,0,0,0,0,0.6308,0.0,1,1,1,1,1,2.2241,0,9,Drivers,高中及以下,0,2
212304,310000198901180435,310000,1989,37,-13526,-731,2.0,112500.0,0,1,1379,4,0.4494,0.0,0,0,1,1,1,2.5948,1,17,Core staff,高中及以下,0,0
139172,310000196806260436,310000,1968,59,-21460,-1234,3.4,360000.0,0,0,1837,0,0.7264,0.0,1,0,1,1,1,2.5766,1,23,Drivers,本科,0,1
233236,310000197511010437,310000,1975,51,-18722,-158,0.4,292500.0,0,0,2940,6,0.6187,0.7122,1,1,1,1,0,2.8568,0,22,未知,本科,0,0
163516,310000197206200438,310000,1972,55,-19924,-1112,3.0,180000.0,0,0,0,1,0.1845,0.0,0,1,1,1,1,4.4925,0,13,未知,高中及以下,0,0
137861,310000198309200439,310000,1983,44,-15929,-3470,9.5,112500.0,0,0,0,1,0.2932,0.7863,1,1,1,1,1,1.6772,1,11,Drivers,高中及以下,1,0
227620,310000200103250440,310000,2001,25,-9296,-254,0.7,180000.0,0,0,640,2,0.7149,0.3474,0,0,1,1,0,1.0,0,24,未知,本科,0,0
217802,310000197609140441,310000,1976,50,-18394,-6247,17.1,247500.0,0,0,773,1,0.658,0.0,1,1,1,1,1,2.1359,0,4,未知,高中及以下,0,0
148936,310000200102160442,310000,2001,25,-9294,-1259,3.4,135000.0,0,0,739,0,0.7028,0.0,0,0,1,1,1,4.0373,0,12,Managers,本科,0,1
193784,310000198811090443,310000,1988,39,-14217,-2597,7.1,135000.0,0,0,0,0,0.1249,0.2793,1,1,0,0,1,3.6853,0,19,Laborers,高中及以下,0,0
190642,310000199410170444,310000,1994,33,-11941,-172,0.5,139500.0,0,0,828,2,0.4351,0.5227,1,1,1,1,0,11.6322,1,34,Laborers,高中及以下,0,0
146618,310000200506110445,310000,2005,21,-7784,-781,2.1,180000.0,0,1,366,1,0.5509,0.4776,1,0,1,1,1,1.0,0,12,Accountants,高中及以下,0,0
109495,310000197508040446,310000,1975,52,-18948,-2498,6.8,225000.0,0,0,11,3,0.7102,0.6263,1,0,1,1,1,3.64,0,26,Managers,本科,0,0
117214,310000198012140447,310000,1980,47,-17133,-694,1.9,112500.0,0,0,1338,0,0.5542,0.6722,0,0,1,1,1,1.7056,1,61,Sales staff,本科,0,0
217811,310000198709110448,310000,1987,40,-14494,-113,0.3,90000.0,0,0,603,1,0.2676,0.6675,1,0,1,1,0,1.698,0,8,未知,高中及以下,0,1
178575,310000198304130449,310000,1983,43,-15739,-4443,12.2,112500.0,0,0,738,1,0.6191,0.7224,0,0,0,1,1,4.16,0,21,Core staff,本科,0,0
151298,310000200501170450,310000,2005,22,-7945,-252,0.7,103500.0,0,0,911,2,0.4595,0.4049,0,0,1,1,0,1.7391,0,22,Sales staff,高中及以下,0,0
108226,310000199012200451,310000,1990,37,-13490,-1133,3.1,103500.0,0,1,393,4,0.4053,0.5478,0,0,1,1,1,5.8113,0,52,Core staff,高中及以下,0,0
100640,310000199408170452,310000,1994,33,-11887,-2260,6.2,157500.0,0,0,1729,1,0.7779,0.5155,0,0,1,1,1,2.3702,0,39,Managers,本科,0,1
161767,310000196612020453,310000,1966,60,-21905,-2161,5.9,180000.0,0,0,1745,7,0.6086,0.2837,0,0,0,0,1,2.75,0,41,Sales staff,高中及以下,0,5
124392,310000197808130454,310000,1978,48,-17617,-712,2.0,135000.0,0,1,568,2,0.7363,0.5762,0,0,1,1,1,0.3861,0,37,High skill tech staff,高中及以下,0,0
218326,310000198112110455,310000,1981,45,-16598,-445,1.2,135000.0,0,1,11,2,0.6942,0.5424,0,1,0,1,1,3.0891,0,21,Security staff,高中及以下,0,0
148561,310000197309040456,310000,1973,53,-19378,-1903,5.2,202500.0,0,0,1019,1,0.6436,0.7408,1,1,1,1,1,2.9262,1,7,Drivers,高中及以下,0,0
130069,310000198504170457,310000,1985,42,-15187,-2033,5.6,400500.0,0,0,0,6,0.5899,0.2526,1,1,1,1,1,2.7811,0,11,Managers,本科,1,0
237607,310000198907080458,310000,1989,38,-13869,-2665,7.3,189000.0,0,0,266,4,0.499,0.3186,1,0,1,1,1,5.9524,0,15,Core staff,本科,0,1
182033,310000198303080459,310000,1983,44,-15910,-969,2.7,216000.0,0,13,1828,3,0.5545,0.2665,1,0,1,1,1,3.4962,0,62,Sales staff,高中及以下,0,1
202498,310000200010010460,310000,2000,27,-9770,-1109,3.0,135000.0,0,0,200,1,0.4333,0.4776,1,0,1,1,1,3.3189,0,10,High skill tech staff,大专,0,1
231038,310000196505270461,310000,1965,62,-22520,-5509,15.1,180000.0,0,1,773,3,0.4187,0.5832,0,0,1,1,1,5.0123,0,215,Sales staff,高中及以下,0,3
179375,310000199802270462,310000,1998,29,-10569,-415,1.1,72000.0,0,0,1478,2,0.0344,0.2044,0,0,1,0,1,1.875,0,21,Laborers,高中及以下,0,0
204179,310000197402030463,310000,1974,53,-19188,-4324,11.8,58500.0,0,0,1023,1,0.5619,0.6659,1,0,1,1,1,10.8712,0,39,Sales staff,高中及以下,0,0
101799,310000199306220464,310000,1993,33,-12126,-1175,3.2,202500.0,0,0,496,0,0.5891,0.7408,0,1,1,1,1,5.9912,0,23,Managers,高中及以下,0,0
120878,310000196806270465,310000,1968,59,-21396,-2051,5.6,153000.0,0,0,204,1,0.2973,0.4418,0,0,1,1,1,5.0346,1,7,Private service staff,高中及以下,0,0
113988,310000198712210466,310000,1987,40,-14570,-994,2.7,135000.0,0,0,1148,2,0.2047,0.4401,0,1,1,1,1,6.5257,1,50,Laborers,高中及以下,0,0
228312,310000197008060467,310000,1970,56,-20512,-1520,4.2,112500.0,0,0,510,0,0.4608,0.0,0,0,1,1,1,2.7802,1,1,Laborers,高中及以下,0,1
127714,310000198803230468,310000,1988,38,-14046,-3076,8.4,225000.0,0,0,2337,5,0.24,0.3706,1,1,1,0,1,3.4984,0,61,Drivers,高中及以下,0,0
201335,310000198908270469,310000,1989,37,-13604,-939,2.6,405000.0,0,0,2337,5,0.5726,0.5317,1,1,1,1,1,0.6289,0,26,Managers,本科,0,0
106762,310000197709090470,310000,1977,49,-18041,-3733,10.2,112500.0,0,0,1929,1,0.5692,0.7463,1,0,1,1,1,7.4256,0,23,Laborers,高中及以下,0,0
168393,310000200103160471,310000,2001,25,-9266,-2074,5.7,58500.0,0,0,1394,2,0.1989,0.5815,0,0,1,0,1,2.3077,0,14,Laborers,高中及以下,0,0
208164,310000195902150472,310000,1959,67,-24486,-3676,10.1,90000.0,0,1,805,1,0.7491,0.5638,0,0,1,1,1,2.83,0,76,未知,高中及以下,0,1
202651,310000198701160473,310000,1987,39,-14321,-768,2.1,270000.0,0,0,0,4,0.6959,0.3876,1,1,1,1,1,3.35,1,24,Managers,本科,0,0
127535,310000199408180474,310000,1994,33,-11929,-103,0.3,90000.0,0,0,756,2,0.0,0.3297,0,0,1,1,0,4.7237,0,21,Sales staff,高中及以下,0,0
179774,310000196309180475,310000,1963,64,-23314,-991,2.7,135000.0,0,0,513,2,0.4855,0.0806,0,0,1,1,1,1.5,0,16,Sales staff,本科,0,2
123787,310000197806190476,310000,1978,48,-17613,-112,0.3,112500.0,0,0,459,0,0.7201,0.1538,0,0,1,1,0,3.0,0,14,Laborers,本科,0,0
107812,310000200110020477,310000,2001,26,-9338,-147,0.4,472500.0,0,0,1085,1,0.7117,0.4171,1,0,1,1,0,1.8667,0,43,Managers,本科,0,0
157074,310000199505190478,310000,1995,31,-11352,-3611,9.9,112500.0,0,0,3,1,0.1628,0.5227,1,1,1,0,1,7.3318,0,67,Laborers,高中及以下,0,0
167561,310000197903170479,310000,1979,48,-17478,-6290,17.2,135000.0,0,0,2512,3,0.5909,0.2251,0,0,0,1,1,3.6667,1,42,High skill tech staff,高中及以下,0,0
107454,310000197612130480,310000,1976,50,-18293,-781,2.1,157500.0,0,0,502,0,0.209,0.6848,1,0,0,1,1,3.2285,0,19,Cooking staff,高中及以下,0,0
